Rank,Athlete,Nation,Bodyweight,Snatch,Clean & Jerk,Total,Year
8,Marioara Munteanu ,ROM,53.0,82.5,97.5,180.0,2000
9,Karla Fernández ,Venezuela,52.6,80.0,95.0,175.0,2000
10,Tarana Abbasova ,Azerbaijan,52.78,75.0,90.0,165.0,2000
1,Soraya Jiménez ,Mexico,56.92,95.0,127.5,222.5,2000
2,Ri Song-hui ,North Korea,53.9,97.5,122.5,220.0,2000
3,Khassaraporn Suta ,Thailand,56.84,92.5,117.5,210.0,2000
4,Maryse Turcotte ,Canada,57.28,90.0,115.0,205.0,2000
5,Aleksandra Klejnowska ,Poland,57.16,90.0,112.5,202.5,2000
6,Khin Moe Nwe ,Myanmar,57.12,90.0,110.0,200.0,2000
7,Nataliya Skakun ,Ukraine,57.66,85.0,112.5,197.5,2000
8,Hanna Batsiushka ,Belarus,57.68,90.0,107.5,197.5,2000
9,Dagmar Daneková ,Slovakia,56.74,82.5,105.0,187.5,2000
10,Natasha Barker ,Australia,57.52,77.5,102.5,180.0,2000
11,Ingeborg Marx ,Belgium,57.48,77.5,100.0,177.5,2000
12,Meagan Warthold ,Australia,57.14,75.0,100.0,175.0,2000
13,Sophia Vandagne ,Seychelles,57.14,72.5,87.5,160.0,2000
14,Leila Lassouani ,Algeria,57.6,60.0,82.5,142.5,2000
15,Melissa Fejeran ,Guam,57.8,57.5,75.0,132.5,2000
1,Chen Xiaomin ,China,62.82,112.5,130.0,242.5,2000
2,Valentina Popova ,Russia,62.08,107.5,127.5,235.0,2000
3,Ioanna Chatziioannou ,Greece,61.82,97.5,125.0,222.5,2000
4,Saipin Detsaeng ,Thailand,62.38,102.5,120.0,222.5,2000
5,Kim Yong-ok ,North Korea,59.06,90.0,115.0,205.0,2000
6,Amanda Phillips ,Australia,62.96,82.5,107.5,190.0,2000
7,Josefa Pérez ,Spain,62.36,85.0,102.5,187.5,2000
8,Nora Köppel ,Argentina,62.12,80.0,102.5,182.5,2000
9,Kesaia Tawai ,Fiji,62.96,75.0,90.0,165.0,2000
1,Lin Weining ,China,66.74,110.0,132.5,242.5,2000
2,Erzsébet Márkus ,Hungary,68.52,112.5,130.0,242.5,2000
3,Karnam Malleswari ,India,67.9,110.0,130.0,240.0,2000
4,Milena Trendafilova ,Bulgaria,67.76,100.0,132.5,232.5,2000
5,Daniela Kerkelova ,Bulgaria,68.12,100.0,132.5,232.5,2000
6,Irina Kasimova ,Russia,68.56,100.0,130.0,230.0,2000
7,Pawina Thongsuk ,Thailand,67.22,100.0,125.0,225.0,2000
8,Beata Prei ,Poland,67.5,100.0,125.0,225.0,2000
9,Michelle Kettner ,Australia,67.8,100.0,122.5,222.5,2000
10,Aphinya Pharksupho ,Thailand,68.28,102.5,120.0,222.5,2000
11,Maria Tatsi ,Greece,67.42,92.5,127.5,220.0,2000
12,Eva Dimas ,El Salvador,68.4,92.5,110.0,202.5,2000
13,Ruth Rivera ,Puerto Rico,67.28,82.5,105.0,187.5,2000
14,Valerie Pedro ,Palau,68.04,70.0,90.0,160.0,2000
1,María Isabel Urrutia ,Colombia,73.28,110.0,135.0,245.0,2000
2,Ruth Ogbeifo ,Nigeria,74.2,105.0,140.0,245.0,2000
3,Kuo Yi-hang ,Chinese Taipei,74.52,107.5,137.5,245.0,2000
4,Kim Soon-hee ,South Korea,73.84,105.0,135.0,240.0,2000
5,Gyöngyi Likerecz ,Hungary,74.16,105.0,122.5,227.5,2000
6,Svetlana Khabirova ,Russia,74.38,102.5,125.0,227.5,2000
7,Cara Heads ,United States,72.64,102.5,120.0,222.5,2000
8,Wanda Rijo ,Dominican Republic,73.74,95.0,120.0,215.0,2000
9,Mónica Carrió ,Spain,74.18,95.0,110.0,205.0,2000
1,Ding Meiyuan ,China,103.56,135.0,165.0,300.0,2000
2,Agata Wróbel ,Poland,119.42,132.5,162.5,295.0,2000
3,Cheryl Haworth ,United States,139.38,125.0,145.0,270.0,2000
4,Carmenza Delgado ,Colombia,91.78,115.0,145.0,260.0,2000
5,Helen Idahosa ,Nigeria,97.04,110.0,140.0,250.0,2000
6,Monique Riesterer ,Germany,93.52,112.5,132.5,245.0,2000
7,Moon Kyung-ae ,South Korea,94.52,110.0,135.0,245.0,2000
8,Olivia Baker ,New Zealand,94.74,105.0,130.0,235.0,2000
9,Melinda Szik ,Hungary,97.3,107.5,127.5,235.0,2000
10,Sheeva Peo ,Nauru,92.34,97.5,122.5,220.0,2000
1,Halil Mutlu ,Turkey,55.93,135.0,160.0,295.0,2004
2,Wu Meijin ,China,55.69,130.0,157.5,287.5,2004
3,Sedat Artuç ,Turkey,55.36,125.0,155.0,280.0,2004
4,Vitali Dzerbianiou ,Belarus,55.85,127.5,152.5,280.0,2004
5,Óscar Figueroa ,Colombia,55.93,125.0,155.0,280.0,2004
6,Adrian Jigău ,ROM,55.79,120.0,155.0,275.0,2004
7,László Tancsics ,Hungary,55.45,122.5,150.0,272.5,2004
8,Jadi Setiadi ,Indonesia,53.86,117.5,145.0,262.5,2004
9,Nelson Castro ,Colombia,55.71,117.5,145.0,262.5,2004
10,Mohammed Abdul-Monem ,Iraq,55.97,120.0,135.0,255.0,2004
11,Ahmed Saad ,Egypt,55.92,102.5,130.0,232.5,2004
1,Shi Zhiyong ,China,61.96,152.5,172.5,325.0,2004
2,Le Maosheng ,China,61.27,140.0,172.5,312.5,2004
3,Israel José Rubio ,Venezuela,61.38,132.5,162.5,295.0,2004
4,Armen Ghazaryan ,Armenia,61.9,135.0,160.0,295.0,2004
5,Gustar Junianto ,Indonesia,61.27,132.5,160.0,292.5,2004
6,Samson Matam ,France,61.74,127.5,160.0,287.5,2004
7,Ümürbek Bazarbaýew ,Turkmenistan,61.68,130.0,157.5,287.5,2004
8,Sunarto Rasidi ,Indonesia,61.78,125.0,160.0,285.0,2004
9,Yang Sheng-hsiung ,Chinese Taipei,61.78,120.0,160.0,280.0,2004
10,Manuel Minginfel ,Federated States of Micronesia,61.53,120.0,152.5,272.5,2004
11,Toshio Imamura ,Japan,61.66,120.0,150.0,270.0,2004
12,Asif Malikov ,Azerbaijan,61.6,115.0,150.0,265.0,2004
13,Gert Trasha ,Albania,61.99,115.0,140.0,255.0,2004
14,Ioan Veliciu ,ROM,61.64,110.0,135.0,245.0,2004
15,Yacine Zouaki ,Morocco,61.63,95.0,130.0,225.0,2004
1,Zhang Guozheng ,China,68.74,160.0,187.5,347.5,2004
2,Lee Bae-young ,South Korea,68.43,152.5,190.0,342.5,2004
3,Nikolaj Pešalov ,Croatia,68.07,150.0,187.5,337.5,2004
4,Turan Mirzayev ,Azerbaijan,68.8,147.5,185.0,332.5,2004
5,Vencelas Dabaya ,Cameroon,67.94,145.0,182.5,327.5,2004
6,Siarhei Laurenau ,Belarus,68.89,147.5,170.0,317.5,2004
7,Romuald Ernault ,France,68.63,142.5,165.0,307.5,2004
8,Yukio Peter ,Nauru,68.71,135.0,167.5,302.5,2004
9,Stănel Stoica ,ROM,68.96,142.5,160.0,302.5,2004
10,Kuo Cheng-wei ,Chinese Taipei,68.84,132.5,165.0,297.5,2004
11,Julio Idrovo ,Ecuador,68.31,140.0,155.0,295.0,2004
12,Abdulmohsen Al-Bagir ,Saudi Arabia,68.54,127.5,160.0,287.5,2004
1,Taner Sağır ,Turkey,76.1,172.5,202.5,375.0,2004
2,Sergey Filimonov ,Kazakhstan,76.65,172.5,200.0,372.5,2004
3,Reyhan Arabacıoğlu ,Turkey,76.04,165.0,195.0,360.0,2004
4,Viktor Mitrou ,Greece,76.11,160.0,200.0,360.0,2004
5,Mohammad Hossein Barkhah ,Iran,76.39,160.0,197.5,357.5,2004
6,Attila Feri ,Hungary,76.1,155.0,200.0,355.0,2004
7,Ivan Stoitsov ,Bulgaria,76.26,155.0,200.0,355.0,2004
8,Nader Sufyan Abbas ,Qatar,76.47,160.0,195.0,355.0,2004
9,Kim Kwang-hoon ,South Korea,76.0,155.0,195.0,350.0,2004
10,Sebastian Dogariu ,ROM,76.96,155.0,190.0,345.0,2004
11,Octavio Mejías ,Venezuela,76.46,155.0,187.5,342.5,2004
12,Theoharis Trasha ,Albania,76.95,160.0,182.5,342.5,2004
13,Ingo Steinhöfel ,Germany,76.43,150.0,185.0,335.0,2004
14,Rudolf Lukáč ,Slovakia,76.53,147.5,187.5,335.0,2004
15,Mohamed Eshtiwi ,Libya,76.83,155.0,180.0,335.0,2004
16,Mohamed El-Tantawy ,Egypt,76.12,145.0,182.5,327.5,2004
17,Carlos Andica ,Colombia,76.57,142.5,180.0,322.5,2004
18,Chad Vaughn ,United States,76.9,145.0,175.0,320.0,2004
19,René Hoch ,Germany,76.41,142.5,170.0,312.5,2004
20,Uati Maposua ,Samoa,76.76,125.0,155.0,280.0,2004
1,Giorgi Asanidze ,Georgia,84.28,177.5,205.0,382.5,2004
2,Andrei Rybakou ,Belarus,84.58,180.0,200.0,380.0,2004
3,Pyrros Dimas ,Greece,83.15,175.0,202.5,377.5,2004
4,Georgios Markoulas ,Greece,83.77,167.5,205.0,372.5,2004
5,Yuan Aijun ,China,83.97,167.5,205.0,372.5,2004
6,Aliaksandr Anishchanka ,Belarus,83.69,170.0,200.0,370.0,2004
7,Tigran Martirosyan ,Armenia,82.02,167.5,200.0,367.5,2004
8,Song Jong-shik ,South Korea,84.21,160.0,200.0,360.0,2004
9,Héctor Ballesteros ,Colombia,83.7,157.5,197.5,355.0,2004
10,Oscar Chaplin ,United States,84.97,160.0,190.0,350.0,2004
11,Ulanbek Moldodosov ,Kyrgyzstan,83.65,150.0,192.5,342.5,2004
12,Richard Scheer ,Seychelles,84.74,140.0,165.0,305.0,2004
13,Meamea Thomas ,Kiribati,84.24,130.0,162.5,292.5,2004
14,Julian McWatt ,Guyana,84.69,125.0,147.5,272.5,2004
1,Milen Dobrev ,Bulgaria,92.58,187.5,220.0,407.5,2004
2,Khadzhimurat Akkaev ,Russia,93.74,185.0,220.0,405.0,2004
3,Eduard Tyukin ,Russia,93.16,182.5,215.0,397.5,2004
4,Shahin Nassirinia ,Iran,92.89,172.5,220.0,392.5,2004
5,Julio Luna ,Venezuela,93.35,170.0,220.0,390.0,2004
6,Hakan Yılmaz ,Turkey,93.45,175.0,215.0,390.0,2004
7,Bakhyt Akhmetov ,Kazakhstan,93.56,180.0,210.0,390.0,2004
8,Anatoliy Mushyk ,Ukraine,89.33,175.0,212.5,387.5,2004
9,Santiago Martínez ,Spain,93.35,175.0,207.5,382.5,2004
10,Eugen Bratan ,Moldova,93.1,175.0,205.0,380.0,2004
11,Nikolaos Kourtidis ,Greece,92.39,167.5,210.0,377.5,2004
12,Yoandry Hernández ,Cuba,90.94,167.5,207.5,375.0,2004
13,Tadeusz Drzazga ,Poland,92.43,170.0,200.0,370.0,2004
14,Arsen Kasabiev ,Georgia,91.2,155.0,207.5,362.5,2004
15,Alibay Samadov ,Azerbaijan,92.7,165.0,195.0,360.0,2004
16,Asghar Ebrahimi ,Iran,93.72,165.0,190.0,355.0,2004
17,Darío Lecman ,Argentina,93.37,155.0,185.0,340.0,2004
18,Furkat Saidov ,Uzbekistan,85.22,145.0,175.0,320.0,2004
19,Junior Faro ,Aruba,93.82,140.0,167.5,307.5,2004
1,Dmitry Berestov ,Russia,104.68,195.0,230.0,425.0,2004
2,Ihor Razoronov ,Ukraine,104.6,190.0,230.0,420.0,2004
3,Gleb Pisarevskiy ,Russia,104.14,190.0,225.0,415.0,2004
4,Alexandru Bratan ,Moldova,104.24,192.5,222.5,415.0,2004
5,Ramūnas Vyšniauskas ,Lithuania,103.91,187.5,222.5,410.0,2004
6,Alan Naniyev ,Azerbaijan,104.34,190.0,220.0,410.0,2004
7,Matthias Steiner ,Austria,104.35,182.5,222.5,405.0,2004
8,Aleksandr Urinov ,Uzbekistan,102.22,185.0,215.0,400.0,2004
9,Mikhail Audzeyeu ,Belarus,104.93,185.0,215.0,400.0,2004
10,Andre Rohde ,Germany,103.9,177.5,217.5,395.0,2004
11,Michel Batista ,Cuba,103.96,182.5,212.5,395.0,2004
12,Tomáš Matykiewicz ,Czech Republic,103.74,177.5,215.0,392.5,2004
13,Sam Pera ,Cook Islands,104.82,135.0,170.0,305.0,2004
14,Eleei Lalio ,American Samoa,101.44,125.0,170.0,295.0,2004
1,Hossein Rezazadeh ,Iran,162.95,210.0,262.5,472.5,2004
2,Viktors Ščerbatihs ,Latvia,140.72,205.0,250.0,455.0,2004
3,Velichko Cholakov ,Bulgaria,161.31,207.5,240.0,447.5,2004
4,Hennadiy Krasylnykov ,Ukraine,118.43,200.0,240.0,440.0,2004
5,Oleksiy Kolokoltsev ,Ukraine,125.07,195.0,242.5,437.5,2004
6,Paweł Najdek ,Poland,140.44,190.0,240.0,430.0,2004
7,Shane Hamman ,United States,158.93,192.5,237.5,430.0,2004
8,An Yong-kwon ,South Korea,136.9,202.5,225.0,427.5,2004
9,Igor Khalilov ,Uzbekistan,145.33,187.5,232.5,420.0,2004
10,Grzegorz Kleszcz ,Poland,124.33,190.0,225.0,415.0,2004
11,Mohamed Ihsan ,Egypt,142.72,185.0,220.0,405.0,2004
12,Takanobu Iwazaki ,Japan,127.7,170.0,215.0,385.0,2004
13,Joel Bran ,Guatemala,134.26,160.0,210.0,370.0,2004
14,Itte Detenamo ,Nauru,137.65,155.0,192.5,347.5,2004
1,Nurcan Taylan ,Turkey,47.21,97.5,112.5,210.0,2004
2,Li Zhuo ,China,47.65,92.5,112.5,205.0,2004
3,Aree Wiratthaworn ,Thailand,47.82,85.0,115.0,200.0,2004
4,Kunjarani Devi ,India,47.78,82.5,107.5,190.0,2004
5,Izabela Dragneva ,Bulgaria,47.63,82.5,105.0,187.5,2004
6,Chen Han-tung ,Chinese Taipei,47.62,80.0,102.5,182.5,2004
7,Blessed Udoh ,Nigeria,47.46,75.0,105.0,180.0,2004
8,Choe Un-sim ,North Korea,47.33,82.5,95.0,177.5,2004
9,Hiromi Miyake ,Japan,47.38,77.5,97.5,175.0,2004
10,Tara Cunningham ,United States,47.4,77.5,95.0,172.5,2004
11,Chen Wei-ling ,Chinese Taipei,47.01,75.0,95.0,170.0,2004
12,Gema Peris ,Spain,47.46,77.5,90.0,167.5,2004
13,Enga Mohamed ,Egypt,47.74,75.0,90.0,165.0,2004
1,Udomporn Polsak ,Thailand,52.83,97.5,125.0,222.5,2004
2,Raema Lisa Rumbewas ,Indonesia,52.8,95.0,115.0,210.0,2004
3,Mabel Mosquera ,Colombia,51.82,87.5,110.0,197.5,2004
4,Marioara Munteanu ,ROM,52.55,85.0,105.0,190.0,2004
5,Nastassia Novikava ,Belarus,52.95,87.5,102.5,190.0,2004
6,Dika Toua ,Papua New Guinea,52.58,75.0,102.5,177.5,2004
7,Virginie Lachaume ,France,52.71,75.0,100.0,175.0,2004
1,Chen Yanqing ,China,57.17,107.5,130.0,237.5,2004
2,Ri Song-hui ,North Korea,57.22,102.5,130.0,232.5,2004
3,Wandee Kameaim ,Thailand,57.27,102.5,127.5,230.0,2004
4,Aylin Daşdelen ,Turkey,57.47,100.0,125.0,225.0,2004
5,Aleksandra Klejnowska ,Poland,56.96,97.5,122.5,220.0,2004
6,Pak Hyon-suk ,North Korea,57.63,95.0,122.5,217.5,2004
7,Alexandra Escobar ,Ecuador,56.52,95.0,120.0,215.0,2004
8,Patmawati Abdul Hamid ,Indonesia,57.0,95.0,117.5,212.5,2004
9,Michaela Breeze ,Great Britain,57.45,92.5,120.0,212.5,2004
10,Franca Gbodo ,Nigeria,57.47,95.0,117.5,212.5,2004
11,Maryse Turcotte ,Canada,57.29,90.0,120.0,210.0,2004
12,Zlatina Atanasova ,Bulgaria,57.68,90.0,115.0,205.0,2004
13,Charikleia Kastritsi ,Greece,57.48,90.0,110.0,200.0,2004
14,Namkhaidorjiin Bayarmaa ,Mongolia,57.75,87.5,107.5,195.0,2004
1,Nataliya Skakun ,Ukraine,61.59,107.5,135.0,242.5,2004
2,Hanna Batsiushka ,Belarus,62.87,115.0,127.5,242.5,2004
3,Tatsiana Stukalava ,Belarus,62.9,100.0,122.5,222.5,2004
4,Hayet Sassi ,Tunisia,62.5,95.0,120.0,215.0,2004
5,Kim Soo-kyung ,South Korea,62.96,92.5,122.5,215.0,2004
6,Nguyễn Thị Thiết ,Vietnam,61.15,95.0,110.0,205.0,2004
7,Leila Lassouani ,Algeria,62.47,85.0,115.0,200.0,2004
1,Liu Chunhong ,China,68.14,122.5,152.5,275.0,2004
2,Eszter Krutzler ,Hungary,68.41,117.5,145.0,262.5,2004
3,Zarema Kasaeva ,Russia,68.67,117.5,145.0,262.5,2004
4,Slaveyka Ruzhinska ,Bulgaria,68.23,115.0,135.0,250.0,2004
5,Vanda Maslovska ,Ukraine,67.72,110.0,135.0,245.0,2004
6,Milena Trendafilova ,Bulgaria,68.21,105.0,132.5,237.5,2004
7,Madeleine Yamechi ,Cameroon,68.4,105.0,130.0,235.0,2004
8,Ubaldina Valoyes ,Colombia,68.31,105.0,127.5,232.5,2004
9,Irene Ajambo ,Uganda,68.77,60.0,90.0,150.0,2004
1,Pawina Thongsuk ,Thailand,69.29,122.5,150.0,272.5,2004
2,Natalya Zabolotnaya ,Russia,74.09,125.0,147.5,272.5,2004
3,Valentina Popova ,Russia,72.89,120.0,145.0,265.0,2004
4,Gyöngyi Likerecz ,Hungary,74.19,115.0,142.5,257.5,2004
5,Christina Ioannidi ,Greece,73.31,112.5,142.5,255.0,2004
6,Tatyana Khromova ,Kazakhstan,74.51,117.5,135.0,252.5,2004
7,Kim Soon-hee ,South Korea,74.25,112.5,137.5,250.0,2004
8,Tulia Medina ,Colombia,70.96,112.5,132.5,245.0,2004
9,Nora Köppel ,Argentina,73.01,100.0,137.5,237.5,2004
10,Wanda Rijo ,Dominican Republic,74.56,110.0,127.5,237.5,2004
11,Eva Dimas ,El Salvador,74.31,105.0,125.0,230.0,2004
12,Damaris Aguirre ,Mexico,73.9,100.0,122.5,222.5,2004
13,Deborah Lovely ,Australia,74.71,92.5,115.0,207.5,2004
14,Marie Jesika Dalou ,Mauritius,74.12,57.5,72.5,130.0,2004
1,Tang Gonghong ,China,119.52,122.5,182.5,305.0,2004
2,Jang Mi-ran ,South Korea,113.34,130.0,172.5,302.5,2004
3,Agata Wróbel ,Poland,124.68,130.0,160.0,290.0,2004
4,Viktória Varga ,Hungary,93.69,127.5,155.0,282.5,2004
5,Viktoriya Shaimardanova ,Ukraine,88.14,130.0,150.0,280.0,2004
6,Cheryl Haworth ,United States,131.95,125.0,155.0,280.0,2004
7,Olha Korobka ,Ukraine,156.19,125.0,155.0,280.0,2004
8,Vasiliki Kasapi ,Greece,120.57,125.0,152.5,277.5,2004
9,Carmenza Delgado ,Colombia,94.37,120.0,150.0,270.0,2004
10,Manuela Rejas ,Peru,108.52,95.0,125.0,220.0,2004
11,Reanna Solomon ,Nauru,136.85,95.0,125.0,220.0,2004
12,Ivy Shaw ,Fiji,83.7,85.0,100.0,185.0,2004
1,Long Qingquan ,China,55.37,132,160,292,2008
2,Hoàng Anh Tuấn ,Vietnam,55.97,130,160,290,2008
3,Eko Yuli Irawan ,Indonesia,55.91,130,158,288,2008
4,Yang Chin-yi ,Chinese Taipei,55.43,128,157,285,2008
5,Cha Kum-chol ,North Korea,55.85,128,155,283,2008
6,Sergio Álvarez ,Cuba,55.67,120,152,272,2008
7,Wang Shin-yuan ,Chinese Taipei,55.53,115,150,265,2008
8,Amirul Hamizan Ibrahim ,Malaysia,55.77,121,144,265,2008
9,Masaharu Yamada ,Japan,55.84,106,153,259,2008
10,Pongsak Maneetong ,Thailand,55.64,116,142,258,2008
11,Yasunobu Sekikawa ,Japan,55.79,114,142,256,2008
12,Sergio Rada ,Colombia,55.74,112,140,252,2008
13,Tom Goegebuer ,Belgium,55.94,114,137,251,2008
14,Vito Dellino ,Italy,55.99,110,137,247,2008
15,Igor Grabucea ,Moldova,55.63,109,130,239,2008
1,Zhang Xiangxiang ,China,61.91,143,176,319,2008
2,Diego Salazar ,Colombia,61.47,138,167,305,2008
3,Triyatno ,Indonesia,61.9,135,163,298,2008
4,Antoniu Buci ,Romania,61.66,130,165,295,2008
5,Phaisan Hansawong ,Thailand,61.6,132,162,294,2008
6,Lázaro Ruiz ,Cuba,61.75,132,162,294,2008
7,Tolkunbek Hudaýbergenow ,Turkmenistan,61.96,126,162,288,2008
8,Mohamed Abdelbaki ,Egypt,62.0,129,159,288,2008
9,Yang Sheng-hsiung ,Chinese Taipei,61.97,130,157,287,2008
10,Henadzi Makhveyenia ,Belarus,61.95,128,150,278,2008
11,Manuel Minginfel ,Federated States of Micronesia,61.69,120,155,275,2008
12,Jasvir Singh ,Canada,61.67,115,151,266,2008
1,Liao Hui ,China,68.97,158,190,348,2008
2,Vencelas Dabaya ,France,68.38,151,187,338,2008
3,Yordanis Borrero ,Cuba,68.92,148,180,328,2008
4,Turan Mirzayev ,Azerbaijan,68.86,146,181,327,2008
5,Kim Chol-jin ,North Korea,68.64,146,180,326,2008
6,Afgan Bayramov ,Azerbaijan,68.41,145,175,320,2008
7,Sitthisak Suphalak ,Thailand,68.99,147,171,318,2008
8,Yoshito Shintani ,Japan,68.76,135,175,310,2008
9,Tarek Yehia ,Egypt,68.87,138,172,310,2008
10,Edi Kurniawan ,Indonesia,68.85,135,172,307,2008
11,Israel José Rubio ,Venezuela,68.23,139,167,306,2008
12,Artyom Shaloyan ,Germany,68.79,135,165,300,2008
13,Luis Miguel Pineda ,Colombia,68.14,132,167,299,2008
14,Chinthana Vidanage ,Sri Lanka,68.9,128,165,293,2008
15,Francis Luna-Grenier ,Canada,68.97,131,162,293,2008
16,Welisson Silva ,Brazil,68.92,135,155,290,2008
17,Răzvan Martin ,Romania,68.85,130,158,288,2008
18,Dimitris Minasidis ,Cyprus,66.32,128,155,283,2008
19,Mark Spooner ,New Zealand,68.86,123,158,281,2008
20,Kamal Bahadur Adhikari ,Nepal,68.67,114,154,268,2008
21,Logona Esau ,Tuvalu,68.14,110,144,254,2008
22,Nizom Sangov ,Tajikistan,66.06,115,135,250,2008
1,Sa Jae-hyouk ,South Korea,76.46,163,203,366,2008
2,Li Hongli ,China,76.91,168,198,366,2008
3,Gevorg Davtyan ,Armenia,76.77,165,195,360,2008
4,Kim Kwang-hoon ,South Korea,76.86,155,200,355,2008
5,Oleg Perepetchenov ,Russia,76.8,162,192,354,2008
6,Iván Cambar ,Cuba,76.53,157,196,353,2008
7,Ara Khachatryan ,Armenia,76.78,162,191,353,2008
8,Krzysztof Szramiak ,Poland,76.71,161,191,352,2008
9,Vladimir Kuznetsov ,Kazakhstan,76.86,160,191,351,2008
10,Siarhei Lahun ,Belarus,76.56,157,192,349,2008
11,Sandow Nasution ,Indonesia,76.92,153,194,347,2008
12,Mahmoud El-Haddad ,Egypt,76.73,150,192,342,2008
13,Erkand Qerimaj ,Albania,76.52,154,187,341,2008
14,Giovanni Bardis ,France,76.83,156,173,329,2008
15,Felix Ekpo ,Nigeria,75.83,143,183,325,2008
16,Sherzodjon Yusupov ,Uzbekistan,76.24,144,178,322,2008
17,José Ocando ,Venezuela,76.9,140,182,322,2008
18,Răzvan Rusu ,Romania,76.69,140,170,310,2008
19,Carlos Espeleta ,Argentina,76.93,140,170,310,2008
20,Andrei Guțu ,Moldova,76.38,145,160,305,2008
21,Richie Patterson ,New Zealand,76.57,130,170,300,2008
22,Darryn Anthony ,South Africa,76.98,135,160,295,2008
23,Josefa Vueti ,Fiji,76.15,124,155,279,2008
24,Romain Marchessou ,Monaco,75.53,110,140,250,2008
1,Lu Yong ,China,84.41,180,214,394,2008
2,Tigran Martirosyan ,Armenia,83.78,177,203,380,2008
3,Jadier Valladares ,Cuba,84.84,169,203,372,2008
4,Benjamin Hennequin ,France,84.55,162,205,367,2008
5,Mansurbek Chashemov ,Uzbekistan,84.71,165,202,367,2008
6,Kendrick Farris ,United States,84.14,160,202,362,2008
7,Carlos Andica ,Colombia,84.62,155,201,356,2008
8,Ulanbek Moldodosov ,Kyrgyzstan,84.74,152,194,346,2008
9,Ondrej Kutlík ,Slovakia,84.89,150,193,343,2008
10,Benedict Uloko ,Nigeria,84.97,148,191,339,2008
11,Brice Batchaya ,Cameroon,82.77,153,180,333,2008
12,David Katoatau ,Kiribati,84.17,135,178,313,2008
13,Terrence Dixie ,Seychelles,82.67,115,140,255,2008
1,Szymon Kołecki ,Poland,93.73,179,224,403,2008
2,Arsen Kasabiev ,Georgia,93.69,176,223,399,2008
3,Yoandry Hernández ,Cuba,92.3,178,215,393,2008
4,Asghar Ebrahimi ,Iran,92.32,180,212,392,2008
5,Roman Konstantinov ,Russia,93.9,175,212,387,2008
6,Jürgen Spieß ,Germany,93.74,173,211,384,2008
7,José Juan Navarro ,Spain,93.09,173,210,383,2008
8,Artem Ivanov ,Ukraine,93.97,170,210,380,2008
9,Vadim Vacarciuc ,Moldova,93.69,168,205,373,2008
10,Eugen Bratan ,Moldova,93.71,170,200,370,2008
11,Konstantinos Gkaripis ,Greece,93.01,160,200,360,2008
12,Anastasios Triantafyllou ,Greece,93.9,155,196,351,2008
13,Ravi Bhollah ,Mauritius,93.03,125,150,275,2008
1,Andrei Aramnau ,Belarus,104.76,200,236,436,2008
2,Dmitry Klokov ,Russia,104.72,193,230,423,2008
3,Marcin Dołęga ,Poland,104.37,195,225,420,2008
4,Bakhyt Akhmetov ,Kazakhstan,102.13,190,225,415,2008
5,Albert Kuzilov ,Georgia,102.48,182,227,409,2008
6,Sergey Istomin ,Kazakhstan,102.03,181,225,406,2008
7,Robert Dołęga ,Poland,104.27,184,221,405,2008
8,Nikolaos Kourtidis ,Greece,103.36,176,221,397,2008
9,Mohsen Beiranvand ,Iran,104.34,180,210,390,2008
10,Oleksiy Torokhtiy ,Ukraine,104.64,177,213,390,2008
11,Ahed Joughili ,Syria,104.9,170,216,386,2008
12,Abdelrahman El-Sayed ,Egypt,104.84,175,210,385,2008
13,Bünyamin Sudaş ,Turkey,104.39,166,207,373,2008
14,Libor Wälzer ,Czech Republic,104.64,163,187,350,2008
15,Christian López ,Guatemala,103.76,150,186,336,2008
16,Moreno Boer ,Italy,104.45,150,180,330,2008
1,Matthias Steiner ,Germany,145.93,203,258,461,2008
2,Evgeny Chigishev ,Russia,124.13,210,250,460,2008
3,Viktors Ščerbatihs ,Latvia,144.97,206,242,448,2008
4,Artem Udachyn ,Ukraine,144.09,207,235,442,2008
5,Ihor Shymechko ,Ukraine,130.25,201,232,433,2008
6,Rashid Sharifi ,Iran,142.89,196,230,426,2008
7,Grzegorz Kleszcz ,Poland,131.16,185,234,419,2008
8,Almir Velagić ,Germany,132.16,188,225,413,2008
9,Damon Kelly ,Australia,154.15,165,221,386,2008
10,Itte Detenamo ,Nauru,148.48,175,210,385,2008
11,Antti Everi ,Finland,130.04,171,195,366,2008
