Rank,Athlete,Group,Bodyweight,1,2,3,Result,1.1,2.1,3.1,Result.1,Total,Year,Nation
1.0,Chen Xiaomin (CHN),A,62.82,105.0,110.0,112.5,112.5,130.0,135.0,—,130.0,242.5,2000,
2.0,Valentina Popova (RUS),A,62.08,102.5,102.5,107.5,107.5,127.5,135.0,135.0,127.5,235.0,2000,
3.0,Ioanna Chatziioannou (GRE),A,61.82,90.0,95.0,97.5,97.5,117.5,125.0,—,125.0,222.5,2000,
4.0,Saipin Detsaeng (THA),A,62.38,97.5,102.5,105.0,102.5,120.0,125.0,127.5,120.0,222.5,2000,
5.0,Kim Yong-ok (PRK),A,59.06,85.0,90.0,92.5,90.0,115.0,120.0,120.0,115.0,205.0,2000,
6.0,Amanda Phillips (AUS),A,62.96,77.5,82.5,82.5,82.5,100.0,105.0,107.5,107.5,190.0,2000,
7.0,Josefa Pérez (ESP),A,62.36,80.0,82.5,85.0,85.0,95.0,100.0,102.5,102.5,187.5,2000,
8.0,Nora Köppel (ARG),A,62.12,75.0,80.0,80.0,80.0,97.5,102.5,107.5,102.5,182.5,2000,
9.0,Kesaia Tawai (FIJ),A,62.96,75.0,75.0,75.0,75.0,90.0,95.0,95.0,90.0,165.0,2000,
1.0,Lin Weining (CHN),A,66.74,107.5,110.0,112.5,110.0,132.5,137.5,145.0,132.5,242.5,2000,
2.0,Erzsébet Márkus (HUN),A,68.52,105.0,110.0,112.5,112.5,125.0,130.0,137.5,130.0,242.5,2000,
3.0,Karnam Malleswari (IND),A,67.9,105.0,107.5,110.0,110.0,125.0,130.0,137.5,130.0,240.0,2000,
4,Milena Trendafilova (BUL),A,67.76,100.0,105.0,105.0,100.0,127.5,132.5,132.5,132.5,232.5,2000,
5,Daniela Kerkelova (BUL),A,68.12,97.5,100.0,100.0,100.0,127.5,132.5,132.5,132.5,232.5,2000,
6,Irina Kasimova (RUS),A,68.56,100.0,102.5,102.5,100.0,130.0,135.0,135.0,130.0,230.0,2000,
7,Pawina Thongsuk (THA),A,67.22,100.0,100.0,105.0,100.0,125.0,125.0,132.5,125.0,225.0,2000,
8,Beata Prei (POL),A,67.5,95.0,100.0,102.5,100.0,125.0,130.0,130.0,125.0,225.0,2000,
9,Michelle Kettner (AUS),A,67.8,95.0,95.0,100.0,100.0,115.0,120.0,122.5,122.5,222.5,2000,
10,Aphinya Pharksupho (THA),A,68.28,95.0,102.5,105.0,102.5,120.0,127.5,127.5,120.0,222.5,2000,
11,Maria Tatsi (GRE),A,67.42,92.5,97.5,97.5,92.5,122.5,127.5,132.5,127.5,220.0,2000,
12,Eva Dimas (ESA),A,68.4,87.5,90.0,92.5,92.5,110.0,115.0,115.0,110.0,202.5,2000,
13,Ruth Rivera (PUR),A,67.28,82.5,82.5,85.0,82.5,100.0,105.0,107.5,105.0,187.5,2000,
14,Valerie Pedro (PLW),A,68.04,70.0,75.0,75.0,70.0,87.5,87.5,90.0,90.0,160.0,2000,
—,Nagwan El-Zawawi (EGY),A,68.2,87.5,92.5,95.0,92.5,110.0,110.0,110.0,—,—,2000,
1.0,María Isabel Urrutia (COL),A,73.28,105.0,110.0,110.0,110.0,132.5,135.0,137.5,135.0,245.0,2000,
2.0,Ruth Ogbeifo (NGR),A,74.2,105.0,110.0,110.0,105.0,135.0,140.0,142.5,140.0,245.0,2000,
3.0,Kuo Yi-hang (TPE),A,74.52,105.0,107.5,110.0,107.5,135.0,137.5,140.0,137.5,245.0,2000,
4,Kim Soon-hee (KOR),A,73.84,105.0,110.0,110.0,105.0,135.0,137.5,140.0,135.0,240.0,2000,
5,Gyöngyi Likerecz (HUN),A,74.16,102.5,105.0,107.5,105.0,122.5,125.0,125.0,122.5,227.5,2000,
6,Svetlana Khabirova (RUS),A,74.38,102.5,107.5,107.5,102.5,125.0,132.5,132.5,125.0,227.5,2000,
7,Cara Heads (USA),A,72.64,102.5,102.5,102.5,102.5,120.0,125.0,125.0,120.0,222.5,2000,
8,Wanda Rijo (DOM),A,73.74,90.0,95.0,100.0,95.0,120.0,120.0,120.0,120.0,215.0,2000,
9,Mónica Carrió (ESP),A,74.18,92.5,95.0,95.0,95.0,110.0,110.0,115.0,110.0,205.0,2000,
—,Karoliina Lundahl (FIN),A,74.36,102.5,102.5,102.5,—,—,—,—,—,—,2000,
—,Tatyana Khromova (KAZ),A,74.68,105.0,110.0,112.5,110.0,132.5,132.5,132.5,—,—,2000,
1.0,Ding Meiyuan (CHN),A,103.56,130.0,135.0,135.0,135.0,157.5,162.5,165.0,165.0,300.0,2000,
2.0,Agata Wróbel (POL),A,119.42,125.0,125.0,132.5,132.5,155.0,162.5,170.0,162.5,295.0,2000,
3.0,Cheryl Haworth (USA),A,139.38,117.5,122.5,125.0,125.0,140.0,142.5,145.0,145.0,270.0,2000,
4,Carmenza Delgado (COL),A,91.78,110.0,115.0,115.0,115.0,140.0,145.0,147.5,145.0,260.0,2000,
5,Helen Idahosa (NGR),A,97.04,110.0,110.0,115.0,110.0,135.0,140.0,145.0,140.0,250.0,2000,
6,Monique Riesterer (GER),A,93.52,105.0,110.0,112.5,112.5,127.5,132.5,137.5,132.5,245.0,2000,
7,Moon Kyung-ae (KOR),A,94.52,110.0,115.0,115.0,110.0,135.0,147.5,147.5,135.0,245.0,2000,
8,Olivia Baker (NZL),A,94.74,100.0,105.0,105.0,105.0,125.0,130.0,130.0,130.0,235.0,2000,
9,Melinda Szik (HUN),A,97.3,102.5,102.5,107.5,107.5,122.5,127.5,127.5,127.5,235.0,2000,
10,Sheeva Peo (NRU),A,92.34,92.5,97.5,97.5,97.5,122.5,127.5,127.5,122.5,220.0,2000,
—,Vita Rudenok (UKR),A,106.98,105.0,110.0,115.0,115.0,—,—,—,—,—,2000,
1.0,Halil Mutlu (TUR),A,55.93,130.0,135.0,140.0,135.0,160.0,165.0,168.5,160.0,295.0,2004,
2.0,Wu Meijin (CHN),A,55.69,125.0,130.0,130.0,130.0,157.5,165.0,165.0,157.5,287.5,2004,
3.0,Sedat Artuç (TUR),A,55.36,125.0,127.5,127.5,125.0,150.0,155.0,155.0,155.0,280.0,2004,
4,Vitali Dzerbianiou (BLR),A,55.85,120.0,125.0,127.5,127.5,145.0,152.5,152.5,152.5,280.0,2004,
5,Óscar Figueroa (COL),B,55.93,120.0,125.0,127.5,125.0,145.0,150.0,155.0,155.0,280.0,2004,
6,Adrian Jigău (ROM),A,55.79,120.0,120.0,125.0,120.0,150.0,152.5,155.0,155.0,275.0,2004,
7,László Tancsics (HUN),A,55.45,117.5,117.5,122.5,122.5,145.0,145.0,150.0,150.0,272.5,2004,
8,Jadi Setiadi (INA),A,53.86,117.5,117.5,122.5,117.5,145.0,150.0,155.0,145.0,262.5,2004,
9,Nelson Castro (COL),B,55.71,112.5,117.5,120.0,117.5,140.0,145.0,150.0,145.0,262.5,2004,
10,Mohammed Abdul-Monem (IRQ),B,55.97,120.0,130.0,130.0,120.0,135.0,140.0,140.0,135.0,255.0,2004,
11,Ahmed Saad (EGY),B,55.92,97.5,102.5,105.0,102.5,120.0,127.5,130.0,130.0,232.5,2004,
—,Masaharu Yamada (JPN),B,55.76,102.5,102.5,102.5,—,—,—,—,—,—,2004,
—,Nafaa Benami (ALG),B,55.4,105.0,110.0,110.0,105.0,130.0,—,—,—,—,2004,
—,Mohd Faizal Baharom (MAS),B,55.47,110.0,115.0,115.0,110.0,132.5,132.5,132.5,—,—,2004,
—,Yang Chin-yi (TPE),A,55.5,120.0,120.0,120.0,—,—,—,—,—,—,2004,
—,Wang Shin-yuan (TPE),A,55.3,125.0,125.0,127.5,—,—,—,—,—,—,2004,
—,Éric Bonnel (FRA),B,55.78,112.5,112.5,112.5,—,—,—,—,—,—,2004,
1.0,Shi Zhiyong (CHN),A,61.96,147.5,152.5,152.5,152.5,167.5,172.5,175.0,172.5,325.0,2004,
2.0,Le Maosheng (CHN),A,61.27,140.0,140.0,145.0,140.0,172.5,185.0,185.0,172.5,312.5,2004,
3.0,Israel José Rubio (VEN),B,61.38,127.5,132.5,135.0,132.5,157.5,162.5,165.0,162.5,295.0,2004,
4,Armen Ghazaryan (ARM),A,61.9,130.0,135.0,135.0,135.0,160.0,170.0,170.0,160.0,295.0,2004,
5,Gustar Junianto (INA),B,61.27,125.0,127.5,132.5,132.5,155.0,160.0,162.5,160.0,292.5,2004,
6,Samson Matam (FRA),A,61.74,127.5,132.5,132.5,127.5,160.0,160.0,167.5,160.0,287.5,2004,
7,Ümürbek Bazarbaýew (TKM),A,61.68,130.0,135.0,135.0,130.0,157.5,165.0,165.0,157.5,287.5,2004,
8,Sunarto Rasidi (INA),B,61.78,125.0,130.0,130.0,125.0,155.0,160.0,162.5,160.0,285.0,2004,
9,Yang Sheng-hsiung (TPE),B,61.78,115.0,120.0,120.0,120.0,155.0,160.0,165.0,160.0,280.0,2004,
10,Manuel Minginfel (FSM),B,61.53,115.0,115.0,120.0,120.0,147.5,147.5,152.5,152.5,272.5,2004,
11,Toshio Imamura (JPN),B,61.66,120.0,125.0,125.0,120.0,150.0,155.0,155.0,150.0,270.0,2004,
12,Asif Malikov (AZE),B,61.6,115.0,115.0,120.0,115.0,145.0,150.0,155.0,150.0,265.0,2004,
13,Gert Trasha (ALB),B,61.99,110.0,115.0,117.5,115.0,135.0,140.0,145.0,140.0,255.0,2004,
14,Ioan Veliciu (ROM),B,61.64,105.0,110.0,112.5,110.0,130.0,135.0,135.0,135.0,245.0,2004,
15,Yacine Zouaki (MAR),B,61.63,95.0,95.0,95.0,95.0,125.0,130.0,135.0,130.0,225.0,2004,
—,Kamran Panjavi (GBR),B,61.75,105.0,105.0,—,—,—,—,—,—,—,2004,
—,Sevdalin Minchev (BUL),A,61.56,137.5,142.5,142.5,137.5,170.0,170.0,170.0,—,—,2004,
—,Im Yong-su (PRK),A,61.77,135.0,140.0,142.5,140.0,170.0,170.0,170.0,—,—,2004,
—,Diego Salazar (COL),A,61.52,135.0,135.0,135.0,—,—,—,—,—,—,2004,
DQ,Leonidas Sabanis (GRE),A,61.49,140.0,145.0,147.5,145.0,162.5,167.5,167.5,167.5,312.5,2004,
1.0,Zhang Guozheng (CHN),A,68.74,152.5,157.5,160.0,160.0,187.5,192.5,192.5,187.5,347.5,2004,
2.0,Lee Bae-young (KOR),A,68.43,147.5,152.5,152.5,152.5,185.0,190.0,195.0,190.0,342.5,2004,
3.0,Nikolaj Pešalov (CRO),A,68.07,150.0,150.0,155.0,150.0,182.5,187.5,192.5,187.5,337.5,2004,
4,Turan Mirzayev (AZE),A,68.8,147.5,152.5,152.5,147.5,180.0,185.0,190.0,185.0,332.5,2004,
5,Vencelas Dabaya (CMR),A,67.94,140.0,145.0,147.5,145.0,182.5,187.5,192.5,182.5,327.5,2004,
6,Siarhei Laurenau (BLR),A,68.89,147.5,152.5,152.5,147.5,170.0,170.0,170.0,170.0,317.5,2004,
7,Romuald Ernault (FRA),B,68.63,142.5,147.5,147.5,142.5,165.0,170.0,170.0,165.0,307.5,2004,
8,Yukio Peter (NRU),B,68.71,130.0,135.0,137.5,135.0,167.5,175.0,—,167.5,302.5,2004,
9,Stănel Stoica (ROM),B,68.96,135.0,140.0,142.5,142.5,160.0,167.5,167.5,160.0,302.5,2004,
10,Kuo Cheng-wei (TPE),B,68.84,132.5,135.0,135.0,132.5,165.0,165.0,170.0,165.0,297.5,2004,
11,Julio Idrovo (ECU),B,68.31,135.0,140.0,142.5,140.0,150.0,155.0,160.0,155.0,295.0,2004,
12,Abdulmohsen Al-Bagir (KSA),B,68.54,127.5,132.5,135.0,127.5,155.0,160.0,160.0,160.0,287.5,2004,
—,Jafar Al-Bagir (KSA),B,68.63,135.0,135.0,135.0,—,—,—,—,—,—,2004,
—,Miroslav Janíček (SVK),B,68.98,125.0,125.0,130.0,125.0,155.0,155.0,155.0,—,—,2004,
—,Mehdi Panzvan (IRI),A,68.01,147.5,152.5,152.5,147.5,172.5,172.5,172.5,—,—,2004,
—,Suriya Dattuyawat (THA),B,68.07,137.5,142.5,142.5,137.5,—,—,—,—,—,2004,
—,Youssef Sbai (TUN),A,68.41,147.5,147.5,147.5,—,—,—,—,—,—,2004,
1.0,Taner Sağır (TUR),A,76.1,165.0,170.0,172.5,172.5,200.0,202.5,—,202.5,375.0,2004,
2.0,Sergey Filimonov (KAZ),A,76.65,165.0,170.0,172.5,172.5,195.0,200.0,205.0,200.0,372.5,2004,
3.0,Reyhan Arabacıoğlu (TUR),A,76.04,165.0,165.0,167.5,165.0,195.0,200.0,200.0,195.0,360.0,2004,
4,Viktor Mitrou (GRE),A,76.11,160.0,165.0,165.0,160.0,195.0,200.0,205.0,200.0,360.0,2004,
5,Mohammad Hossein Barkhah (IRI),A,76.39,157.5,160.0,160.0,160.0,197.5,205.0,205.0,197.5,357.5,2004,
6,Attila Feri (HUN),A,76.1,155.0,160.0,162.5,155.0,200.0,205.0,—,200.0,355.0,2004,
7,Ivan Stoitsov (BUL),A,76.26,155.0,155.0,160.0,155.0,200.0,200.0,202.5,200.0,355.0,2004,
8,Nader Sufyan Abbas (QAT),A,76.47,155.0,160.0,162.5,160.0,195.0,200.0,202.5,195.0,355.0,2004,
9,Kim Kwang-hoon (KOR),A,76.0,155.0,160.0,160.0,155.0,195.0,210.0,210.0,195.0,350.0,2004,
10,Sebastian Dogariu (ROM),B,76.96,152.5,155.0,157.5,155.0,182.5,187.5,190.0,190.0,345.0,2004,
11,Octavio Mejías (VEN),B,76.46,147.5,152.5,155.0,155.0,185.0,185.0,187.5,187.5,342.5,2004,
12,Theoharis Trasha (ALB),B,76.95,155.0,160.0,162.5,160.0,177.5,182.5,182.5,182.5,342.5,2004,
13,Ingo Steinhöfel (GER),B,76.43,150.0,152.5,152.5,150.0,185.0,185.0,190.0,185.0,335.0,2004,
14,Rudolf Lukáč (SVK),B,76.53,147.5,152.5,152.5,147.5,187.5,195.0,195.0,187.5,335.0,2004,
15,Mohamed Eshtiwi (LBA),B,76.83,145.0,152.5,155.0,155.0,175.0,180.0,—,180.0,335.0,2004,
16,Mohamed El-Tantawy (EGY),B,76.12,140.0,145.0,147.5,145.0,177.5,182.5,185.0,182.5,327.5,2004,
17,Carlos Andica (COL),B,76.57,142.5,142.5,147.5,142.5,172.5,177.5,180.0,180.0,322.5,2004,
18,Chad Vaughn (USA),B,76.9,145.0,150.0,150.0,145.0,175.0,180.0,180.0,175.0,320.0,2004,
19,René Hoch (GER),B,76.41,135.0,140.0,142.5,142.5,165.0,170.0,170.0,170.0,312.5,2004,
20,Uati Maposua (SAM),B,76.76,120.0,120.0,125.0,125.0,147.5,155.0,160.0,155.0,280.0,2004,
—,Gevorg Aleksanyan (ARM),A,76.92,157.5,162.5,162.5,162.5,190.0,190.0,190.0,—,—,2004,
—,Krzysztof Szramiak (POL),B,76.93,152.5,157.5,160.0,160.0,182.5,182.5,185.0,—,—,2004,
—,Zhan Xugang (CHN),A,76.31,157.5,157.5,157.5,—,—,—,—,—,—,2004,
—,Vasile Hegheduş (ROM),B,76.99,150.0,150.0,150.0,—,—,—,—,—,—,2004,
DQ,Oleg Perepetchenov (RUS),A,76.67,165.0,167.5,170.0,170.0,195.0,200.0,205.0,195.0,365.0,2004,
1.0,Giorgi Asanidze (GEO),A,84.28,172.5,177.5,180.0,177.5,202.5,205.0,207.5,205.0,382.5,2004,
2.0,Andrei Rybakou (BLR),B,84.58,175.0,180.0,183.0,180.0,195.0,200.0,202.5,200.0,380.0,2004,
3.0,Pyrros Dimas (GRE),A,83.15,170.0,175.0,175.0,175.0,202.5,205.0,207.5,202.5,377.5,2004,
4,Georgios Markoulas (GRE),A,83.77,167.5,172.5,172.5,167.5,205.0,205.0,212.5,205.0,372.5,2004,
5,Yuan Aijun (CHN),A,83.97,167.5,172.5,172.5,167.5,205.0,215.0,215.0,205.0,372.5,2004,
6,Aliaksandr Anishchanka (BLR),A,83.69,170.0,170.0,170.0,170.0,200.0,210.0,210.0,200.0,370.0,2004,
7,Tigran Martirosyan (ARM),A,82.02,162.5,162.5,167.5,167.5,200.0,200.0,210.0,200.0,367.5,2004,
8,Song Jong-shik (KOR),A,84.21,160.0,165.0,165.0,160.0,200.0,200.0,200.0,200.0,360.0,2004,
9,Héctor Ballesteros (COL),B,83.7,152.5,152.5,157.5,157.5,192.5,197.5,200.0,197.5,355.0,2004,
10,Oscar Chaplin (USA),B,84.97,160.0,160.0,165.0,160.0,185.0,190.0,197.5,190.0,350.0,2004,
11,Ulanbek Moldodosov (KGZ),B,83.65,150.0,150.0,160.0,150.0,175.0,185.0,192.5,192.5,342.5,2004,
12,Richard Scheer (SEY),B,84.74,140.0,140.0,142.5,140.0,160.0,165.0,165.0,165.0,305.0,2004,
13,Meamea Thomas (KIR),B,84.24,120.0,125.0,130.0,130.0,155.0,162.5,162.5,162.5,292.5,2004,
14,Julian McWatt (GUY),B,84.69,115.0,120.0,125.0,125.0,140.0,147.5,155.0,147.5,272.5,2004,
—,Valeriu Calancea (ROM),A,84.35,160.0,160.0,—,160.0,—,—,—,—,—,2004,
—,David Matam (FRA),B,84.66,162.5,162.5,167.5,167.5,192.5,192.5,192.5,—,—,2004,
—,Zaur Takhushev (RUS),A,84.29,175.0,175.0,175.0,—,—,—,—,—,—,2004,
—,Sergo Chakhoyan (AUS),A,84.15,175.0,175.0,177.5,175.0,205.0,205.0,207.5,—,—,2004,
—,Hamza Abu-Ghalia (LBA),B,84.52,142.5,147.5,152.5,147.5,180.0,180.0,180.0,—,—,2004,
—,İzzet İnce (TUR),A,83.45,175.0,175.0,175.0,—,—,—,—,—,—,2004,
—,Chaehoi Fatihou (COM),B,81.72,80.0,80.0,80.0,—,—,—,—,—,—,2004,
1.0,Milen Dobrev (BUL),A,92.58,180.0,185.0,187.5,187.5,217.5,220.0,225.0,220.0,407.5,2004,
2.0,Khadzhimurat Akkaev (RUS),A,93.74,180.0,185.0,187.5,185.0,215.0,220.0,220.0,220.0,405.0,2004,
3.0,Eduard Tyukin (RUS),A,93.16,177.5,182.5,185.0,182.5,215.0,220.0,220.0,215.0,397.5,2004,
4,Shahin Nassirinia (IRI),A,92.89,172.5,177.5,177.5,172.5,215.0,220.0,225.0,220.0,392.5,2004,
5,Julio Luna (VEN),A,93.35,170.0,170.0,175.0,170.0,215.0,220.0,225.0,220.0,390.0,2004,
6,Hakan Yılmaz (TUR),A,93.45,175.0,180.0,180.0,175.0,215.0,225.0,225.0,215.0,390.0,2004,
7,Bakhyt Akhmetov (KAZ),A,93.56,180.0,185.0,185.0,180.0,210.0,215.0,215.0,210.0,390.0,2004,
8,Anatoliy Mushyk (UKR),A,89.33,170.0,175.0,177.5,175.0,207.5,212.5,215.0,212.5,387.5,2004,
9,Santiago Martínez (ESP),B,93.35,170.0,175.0,180.0,175.0,200.0,207.5,207.5,207.5,382.5,2004,
10,Eugen Bratan (MDA),B,93.1,170.0,175.0,180.0,175.0,205.0,210.0,210.0,205.0,380.0,2004,
11,Nikolaos Kourtidis (GRE),A,92.39,167.5,167.5,167.5,167.5,210.0,215.0,215.0,210.0,377.5,2004,
12,Yoandry Hernández (CUB),B,90.94,167.5,167.5,167.5,167.5,207.5,212.5,212.5,207.5,375.0,2004,
13,Tadeusz Drzazga (POL),B,92.43,162.5,167.5,170.0,170.0,200.0,207.5,207.5,200.0,370.0,2004,
14,Arsen Kasabiev (GEO),B,91.2,150.0,155.0,160.0,155.0,195.0,205.0,207.5,207.5,362.5,2004,
15,Alibay Samadov (AZE),B,92.7,155.0,160.0,165.0,165.0,195.0,200.0,—,195.0,360.0,2004,
16,Asghar Ebrahimi (IRI),B,93.72,165.0,165.0,172.5,165.0,190.0,200.0,202.5,190.0,355.0,2004,
17,Darío Lecman (ARG),B,93.37,155.0,155.0,165.0,155.0,185.0,185.0,—,185.0,340.0,2004,
18,Furkat Saidov (UZB),B,85.22,135.0,145.0,150.0,145.0,165.0,170.0,175.0,175.0,320.0,2004,
19,Junior Faro (ARU),B,93.82,132.5,137.5,140.0,140.0,167.5,167.5,175.0,167.5,307.5,2004,
—,Nizami Pashayev (AZE),A,92.45,180.0,180.0,180.0,—,—,—,—,—,—,2004,
—,Nikolay Kolev (BUL),A,92.89,177.5,180.0,180.0,177.5,217.5,217.5,217.5,—,—,2004,
—,Akakios Kakiasvilis (GRE),A,91.28,180.0,180.0,185.0,180.0,220.0,220.0,220.0,—,—,2004,
—,Najim Al-Radwan (KSA),B,92.76,162.5,162.5,162.5,—,—,—,—,—,—,2004,
—,Vadim Vacarciuc (MDA),A,93.35,175.0,175.0,175.0,—,—,—,—,—,—,2004,
—,Ramzi Al-Mahrous (KSA),B,90.81,150.0,155.0,155.0,150.0,190.0,190.0,190.0,—,—,2004,
1.0,Dmitry Berestov (RUS),A,104.68,187.5,192.5,195.0,195.0,225.0,230.0,232.5,230.0,425.0,2004,
2.0,Ihor Razoronov (UKR),A,104.6,185.0,190.0,190.0,190.0,230.0,230.0,235.0,230.0,420.0,2004,
3.0,Gleb Pisarevskiy (RUS),A,104.14,190.0,190.0,190.0,190.0,225.0,230.0,230.0,225.0,415.0,2004,
4,Alexandru Bratan (MDA),A,104.24,187.5,192.5,195.0,192.5,222.5,227.5,227.5,222.5,415.0,2004,
5,Ramūnas Vyšniauskas (LTU),B,103.91,182.5,187.5,190.0,187.5,222.5,227.5,227.5,222.5,410.0,2004,
6,Alan Naniyev (AZE),B,104.34,190.0,190.0,195.0,190.0,220.0,220.0,227.5,220.0,410.0,2004,
7,Matthias Steiner (AUT),A,104.35,182.5,182.5,182.5,182.5,222.5,230.0,230.0,222.5,405.0,2004,
8,Aleksandr Urinov (UZB),B,102.22,180.0,185.0,190.0,185.0,210.0,215.0,215.0,215.0,400.0,2004,
9,Mikhail Audzeyeu (BLR),B,104.93,175.0,180.0,185.0,185.0,215.0,225.0,225.0,215.0,400.0,2004,
10,Andre Rohde (GER),B,103.9,177.5,177.5,182.5,177.5,217.5,222.5,225.0,217.5,395.0,2004,
11,Michel Batista (CUB),B,103.96,175.0,177.5,182.5,182.5,207.5,212.5,215.0,212.5,395.0,2004,
12,Tomáš Matykiewicz (CZE),B,103.74,177.5,177.5,182.5,177.5,215.0,215.0,215.0,215.0,392.5,2004,
13,Sam Pera (COK),B,104.82,130.0,135.0,140.0,135.0,165.0,170.0,175.0,170.0,305.0,2004,
14,Eleei Lalio (ASA),B,101.44,125.0,132.5,140.0,125.0,160.0,170.0,177.5,170.0,295.0,2004,
—,Akos Sandor (CAN),B,104.92,162.5,162.5,162.5,—,—,—,—,—,—,2004,
—,Martin Tešovič (SVK),A,102.56,187.5,187.5,187.5,—,—,—,—,—,—,2004,
—,Said Saif Asaad (QAT),A,104.55,187.5,192.5,—,192.5,—,—,—,—,—,2004,
—,Mohsen Beiranvand (IRI),A,104.02,180.0,180.0,180.0,—,—,—,—,—,—,2004,
—,Robert Dołęga (POL),A,103.83,180.0,180.0,182.5,—,—,—,—,—,—,2004,
DQ,Ferenc Gyurkovics (HUN),A,104.41,187.5,192.5,195.0,195.0,220.0,222.5,225.0,225.0,420.0,2004,
DQ,Mykola Hordiychuk (UKR),B,102.54,185.0,192.5,192.5,185.0,210.0,—,—,210.0,395.0,2004,
DQ,Zoltán Kovács (HUN),A,102.59,180.0,—,—,—,—,—,—,—,—,2004,
1.0,Hossein Rezazadeh (IRI),A,162.95,200.0,207.5,210.0,210.0,250.0,263.5,263.5,262.5,472.5,2004,
2.0,Viktors Ščerbatihs (LAT),A,140.72,197.5,202.5,205.0,205.0,242.5,247.5,250.0,250.0,455.0,2004,
3.0,Velichko Cholakov (BUL),A,161.31,200.0,205.0,207.5,207.5,240.0,245.0,245.0,240.0,447.5,2004,
4,Hennadiy Krasylnykov (UKR),B,118.43,195.0,195.0,200.0,200.0,235.0,240.0,240.0,240.0,440.0,2004,
5,Oleksiy Kolokoltsev (UKR),A,125.07,190.0,195.0,195.0,195.0,235.0,242.5,252.5,242.5,437.5,2004,
6,Paweł Najdek (POL),A,140.44,182.5,187.5,190.0,190.0,240.0,250.0,250.0,240.0,430.0,2004,
7,Shane Hamman (USA),A,158.93,192.5,197.5,197.5,192.5,230.0,237.5,242.5,237.5,430.0,2004,
8,An Yong-kwon (KOR),A,136.9,195.0,202.5,205.0,202.5,225.0,235.0,240.0,225.0,427.5,2004,
9,Igor Khalilov (UZB),B,145.33,180.0,185.0,187.5,187.5,225.0,232.5,232.5,232.5,420.0,2004,
10,Grzegorz Kleszcz (POL),B,124.33,185.0,190.0,192.5,190.0,225.0,230.0,230.0,225.0,415.0,2004,
11,Mohamed Ihsan (EGY),B,142.72,180.0,185.0,190.0,185.0,220.0,227.5,232.5,220.0,405.0,2004,
12,Takanobu Iwazaki (JPN),B,127.7,165.0,170.0,170.0,170.0,215.0,225.0,225.0,215.0,385.0,2004,
13,Joel Bran (GUA),B,134.26,150.0,160.0,165.0,160.0,210.0,210.0,220.0,210.0,370.0,2004,
14,Itte Detenamo (NRU),B,137.65,147.5,152.5,155.0,155.0,192.5,197.5,—,192.5,347.5,2004,
—,Stian Grimseth (NOR),B,158.3,180.0,185.0,190.0,185.0,205.0,—,—,—,—,2004,
—,Ronny Weller (GER),A,151.84,195.0,200.0,202.5,195.0,—,—,—,—,—,2004,
—,Ashot Danielyan (ARM),A,163.27,200.0,200.0,200.0,—,—,—,—,—,—,2004,
1.0,Nurcan Taylan (TUR),A,47.21,90.0,95.0,97.5,97.5,107.5,112.5,112.5,112.5,210.0,2004,
2.0,Li Zhuo (CHN),A,47.65,90.0,92.5,95.0,92.5,112.5,120.0,120.0,112.5,205.0,2004,
3.0,Aree Wiratthaworn (THA),A,47.82,80.0,85.0,85.0,85.0,105.0,110.0,115.0,115.0,200.0,2004,
4,Kunjarani Devi (IND),A,47.78,82.5,82.5,85.0,82.5,102.5,107.5,112.5,107.5,190.0,2004,
5,Izabela Dragneva (BUL),A,47.63,80.0,82.5,85.0,82.5,100.0,105.0,105.0,105.0,187.5,2004,
6,Chen Han-tung (TPE),A,47.62,80.0,82.5,82.5,80.0,102.5,102.5,105.0,102.5,182.5,2004,
7,Blessed Udoh (NGR),A,47.46,75.0,80.0,80.0,75.0,100.0,105.0,105.0,105.0,180.0,2004,
8,Choe Un-sim (PRK),A,47.33,82.5,85.0,85.0,82.5,95.0,95.0,97.5,95.0,177.5,2004,
9,Hiromi Miyake (JPN),A,47.38,72.5,77.5,77.5,77.5,97.5,102.5,102.5,97.5,175.0,2004,
10,Tara Cunningham (USA),A,47.4,77.5,80.0,80.0,77.5,90.0,95.0,95.0,95.0,172.5,2004,
11,Chen Wei-ling (TPE),A,47.01,72.5,75.0,75.0,75.0,95.0,102.5,102.5,95.0,170.0,2004,
12,Gema Peris (ESP),A,47.46,77.5,80.0,80.0,77.5,90.0,92.5,92.5,90.0,167.5,2004,
13,Enga Mohamed (EGY),A,47.74,72.5,75.0,75.0,75.0,90.0,95.0,95.0,90.0,165.0,2004,
—,Rosmainar (INA),A,47.87,80.0,80.0,80.0,—,—,—,—,—,—,2004,
DQ,Nan Aye Khine (MYA),A,47.48,82.5,82.5,85.0,82.5,107.5,107.5,112.5,107.5,190.0,2004,
1.0,Udomporn Polsak (THA),A,52.83,92.5,97.5,100.0,97.5,117.5,122.5,125.0,125.0,222.5,2004,
2.0,Raema Lisa Rumbewas (INA),A,52.8,85.0,90.0,95.0,95.0,115.0,122.5,125.0,115.0,210.0,2004,
3.0,Mabel Mosquera (COL),A,51.82,87.5,87.5,87.5,87.5,105.0,107.5,110.0,110.0,197.5,2004,
4,Marioara Munteanu (ROM),A,52.55,85.0,85.0,85.0,85.0,95.0,105.0,105.0,105.0,190.0,2004,
5,Nastassia Novikava (BLR),A,52.95,80.0,85.0,87.5,87.5,102.5,107.5,110.0,102.5,190.0,2004,
